p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,p_ar_hhv,p_ar_lhv,u_ar_nit
29.381,28.611,23.104,18.904,2.675,3159.657,2875.217,1.172
27.812,29.02,25.149,18.019,2.841,3121.71,2843.745,1.231
30.69,26.925,25.118,17.267,2.698,2951.228,2661.383,1.07
28.873,26.642,26.569,17.916,2.736,2960.587,2678.244,1.12
29.688,26.35,27.099,16.863,2.62,2867.36,2581.65,1.137
25.966,27.625,31.258,15.152,3.164,2813.544,2543.201,1.072
29.263,28.918,23.468,18.351,2.904,3192.556,2908.603,1.163
28.811,27.612,25.935,17.642,2.977,3061.766,2779.676,1.112
28.518,29.081,23.782,18.619,2.753,3147.921,2867.041,1.229
30.141,29.106,21.228,19.525,2.486,3218.83,2931.251,1.243
27.985,28.565,25.073,18.377,2.673,3111.251,2832.572,1.228
27.133,29.47,25.078,18.32,2.39,3148.028,2872.867,1.26
27.467,28.395,27.961,16.178,2.632,2868.008,2591.468,1.143
28.563,27.928,26.045,17.465,2.644,3006.34,2725.276,1.162
28.703,28.947,23.367,18.984,2.595,3185.574,2903.931,1.245
32.001,28.862,19.383,19.754,2.596,3286.517,2991.259,1.19
29.365,26.861,23.096,20.678,2.808,3240.015,2955.641,1.197
29.14,28.524,24.274,18.063,2.595,3137.56,2854.113,1.173
28.519,29.962,23.031,18.488,2.731,3199.735,2918.851,1.162
31.002,28.184,20.434,20.38,2.471,3266.668,2975.534,1.169
30.491,27.404,24.481,17.624,2.794,3013.837,2724.812,1.055
26.515,29.393,24.934,19.159,2.656,3234.125,2961.516,1.137
28.394,29.256,24.014,18.336,2.91,3234.195,2953.829,1.131
27.819,28.4,24.239,19.542,2.505,3185.883,2907.889,1.112
30.475,27.119,24.052,18.354,2.376,3002.498,2713.54,1.048
27.151,29.019,25.581,18.249,2.774,3142.166,2866.928,1.054
27.151,29.019,25.581,18.249,2.774,3142.166,2866.928,1.054
26.58,28.823,27.172,17.425,2.289,2976.224,2703.344,1.06
29.05,28.566,22.451,19.933,2.408,3205.243,2922.166,1.125
28.305,28.098,24.165,19.432,2.43,3158.2,2878.199,1.095
29.3,27.895,24.3,18.506,2.488,3070.696,2786.59,1.029
30.339,27.33,24.987,17.345,2.596,2972.321,2683.927,0.98
26.171,31.261,21.054,21.514,2.416,3474.618,3203.428,1.2
29.153,29.099,23.301,18.446,2.412,3138.236,2854.735,1.076
27.7,27.649,27.339,17.313,2.214,2907.54,2630.039,1.067
31.376,29.596,14.213,24.815,1.976,3640.734,3348.056,1.31
31.376,29.596,14.213,24.815,1.976,3640.734,3348.056,1.31
28.064,29.184,22.896,19.856,2.268,3264.144,2985.14,1.178
29.462,29.44,18.876,22.222,2.338,3471.999,3187.223,1.243
30.283,30.165,15.529,24.022,2.158,3610.143,3321.977,1.279
27.523,29.234,24.78,18.463,2.263,3054.449,2777.677,1.029
25.08,28.815,29.352,16.754,2.375,2941.007,2674.32,1
28.285,28.328,23.219,20.168,2.531,3289.93,3010.011,1.151
29.082,29.433,20.507,20.978,2.398,3344.497,3061.289,1.16
29.229,29.353,19.571,21.847,2.41,3448.676,3164.861,1.229
27.353,27.395,26.014,19.237,2.421,3093.559,2817.488,1.143
28.184,27.677,24.133,20.006,2.347,3166.756,2887.255,1.174
28.08,28.069,22.408,21.443,2.419,3343.625,3064.555,1.257
27.91,28.265,22.464,21.361,2.444,3354.151,3075.782,1.246
28.329,30.086,20.113,21.473,2.455,3442.331,3162.233,1.272
29.039,28.65,21.58,20.731,2.474,3315.041,3032.011,1.177
29.039,28.65,21.58,20.731,2.474,3315.041,3032.011,1.177
29.261,29.053,22.191,19.495,2.269,3186.196,2902.251,1.123
28.279,29.325,22.326,20.07,2.296,3242.479,2962.586,1.144
29.311,29.456,20.177,21.056,2.504,3368.147,3083.992,1.272
27.082,29.469,23.477,19.972,2.27,3218.072,2943.121,1.227
26.831,29.46,22.834,20.875,2.56,3330.935,3057.021,1.268
26.831,29.46,22.834,20.875,2.56,3330.935,3057.021,1.268
28.607,30.375,19.305,21.714,2.619,3512.455,3231.209,1.321
28.607,30.375,19.305,21.714,2.619,3512.455,3231.209,1.321
28.883,30.051,20.383,20.683,2.312,3324.086,3041.702,1.227
28.899,29.133,22.845,19.123,2.428,3225.698,2943.248,1.117
28.899,29.133,22.845,19.123,2.428,3225.698,2943.248,1.117
28.885,30.7,20.203,20.211,2.267,3355.493,3073.099,1.218
29.245,30.562,20.429,19.764,2.278,3407.972,3124.092,1.216
28.06,28.35,24.358,19.232,2.432,3142.938,2863.949,1.125
28.506,29.224,22.834,19.437,2.491,3201.355,2920.527,1.149
30.159,29.539,20.31,19.992,2.609,3297.621,3009.968,1.106
27.268,29.451,25.871,17.41,2.546,3080.125,2804.404,1.025
27.709,30.069,21.783,20.439,2.432,3334.219,3056.679,1.154
27.418,28.93,25.045,18.607,2.504,3110.087,2833.75,1.081
29.559,28.365,24.424,17.653,2.372,2990.642,2705.468,1.037
27.037,29.362,25.272,18.328,2.675,3160.025,2885.26,1.09
27.037,29.362,25.272,18.328,2.675,3160.025,2885.26,1.09
26.76,29.47,23.293,20.478,2.528,3315.943,3042.322,1.154
27.705,29.336,22.601,20.358,2.331,3269.602,2992.078,1.145
27.617,29.476,23.158,19.75,2.178,3212.417,2935.256,1.149
27.754,29.259,24.11,18.877,2.227,3104.027,2826.302,1.126
29.259,28.333,23.714,18.694,2.006,3044.517,2760.579,1.117
27.782,28.846,24.875,18.496,2.482,3088.148,2810.305,1.099
27.782,28.846,24.875,18.496,2.482,3088.148,2810.305,1.099
26.73,28.972,24.961,19.337,2.472,3215.842,2942.342,1.146
26.644,28.453,26.916,17.988,2.706,3111.925,2838.783,1.071
27.717,28.943,25.292,18.048,2.809,3152.346,2874.775,1.092
26.56,27.733,28.529,17.178,3.007,3008.045,2735.248,0.983
26.74,28.435,27.086,17.739,2.69,3070.476,2796.937,1.026
26.74,28.435,27.086,17.739,2.69,3070.476,2796.937,1.026
27.922,29.17,23.002,19.906,2.366,3234.647,2956.228,1.147
27.376,29.124,23.157,20.343,2.571,3303.019,3026.855,1.164
25.638,27.502,29.382,17.477,3.006,2981.193,2712.201,0.965
28.002,28.776,25.25,17.971,2.852,3109.893,2831.143,1.056
26.494,28.065,27.939,17.503,3.26,3032.159,2759.634,0.983
26.494,28.065,27.939,17.503,3.26,3032.159,2759.634,0.983
27.918,28.951,24.772,18.359,2.766,3135.75,2857.349,1.047
26.621,28.948,24.988,19.443,3.01,3274.85,3001.803,1.034
28.051,28.173,25.291,18.485,2.957,3134.262,2855.311,1.008
26.47,27.718,29.235,16.577,2.705,2925.87,2653.445,0.943
26.47,27.718,29.235,16.577,2.705,2925.87,2653.445,0.943
28.575,28.384,23.546,19.496,3.11,3249.908,2968.795,1.037
28.185,29.012,21.771,21.032,2.714,3392.641,3113.138,1.081
28.576,27.815,26.651,16.957,2.632,2958.702,2677.581,0.979
26.095,26.621,34.71,12.574,3.029,2506.442,2235.563,0.849
29.538,29.683,20.914,19.864,2.579,3278.837,2993.747,1.109
29.608,30.279,21.213,18.9,2.646,3287.438,3002.06,1.094
29.15,27.366,27.291,16.194,2.841,2864.76,2581.273,0.986
27.48,27.815,27.88,16.826,2.821,2888.747,2612.154,1.027
27.234,27.937,26.976,17.852,3.083,3057.888,2782.307,1.028
27.234,27.937,26.976,17.852,3.083,3057.888,2782.307,1.028
27.957,27.577,28.344,16.122,2.649,2816.376,2537.812,1.016
27.465,28.623,26.791,17.122,2.781,3002.124,2725.594,1.033
28.494,28.268,25.307,17.931,2.735,3055.041,2774.263,1.062
27.918,28.006,26.375,17.701,2.768,2979.255,2700.854,1.087
26.824,29.102,24.967,19.107,3.037,3246.773,2972.886,1.147
26.407,26.2,32.266,15.127,3.24,2676.838,2404.673,0.928
27.13,28.857,25.004,19.009,3.043,3195.778,2920.63,1.104
26.951,29.311,23.772,19.966,2.579,3303.118,3028.709,1.15
26.789,30.213,22.857,20.142,2.656,3379.487,3105.747,1.196
27.684,28.871,26.231,17.213,2.981,3076.743,2799.305,1.041
25.095,29.58,27.517,17.808,2.743,3145.669,2878.921,1.092
27.514,29.861,20.118,22.507,2.449,3548.368,3271.633,1.229
27.741,27.439,26.451,18.369,2.433,3043.683,2766.012,1.094
27.389,26.658,29.194,16.76,2.422,2844.183,2567.965,1.004
28.067,28.638,23.59,19.705,2.361,3207.757,2928.74,1.132
25.478,27.85,29.437,17.235,2.398,2934.372,2666.04,1.007
27.751,27.043,29.019,16.186,2.542,2795.385,2517.67,0.959
26.734,28.414,26.642,18.209,2.377,3070.997,2797.482,1.041
27.276,28.562,25.127,19.035,2.346,3141.795,2866.041,1.098
27.404,29.38,23.226,19.99,2.631,3297.876,3021.596,1.084
26.778,28.858,24.96,19.404,2.559,3211.543,2937.847,1.086
26.131,27.859,29.716,16.294,2.523,2879.208,2608.183,0.989
26.556,27.927,28.994,16.523,2.58,2909.004,2636.223,1
25.556,27.133,32.429,14.882,2.504,2695.117,2426.463,0.922
26.797,29.251,26.514,17.439,2.618,3064.486,2790.711,1.042
26.54,27.084,30.731,15.645,2.714,2760.195,2487.483,0.933
27.746,29.167,24.781,18.306,2.707,3172.208,2894.515,1.053
29.271,28.354,23.678,18.698,2.675,3126.262,2842.276,1.083
29.271,28.354,23.678,18.698,2.675,3126.262,2842.276,1.083
27.784,30.231,24.37,17.616,2.587,3126.381,2848.532,1.083
29.403,29.244,21.621,19.732,2.565,3241.257,2956.724,1.108
28.335,27.853,26.605,17.206,2.733,2970.901,2690.775,1.036
29.292,29.281,21.02,20.407,2.726,3337.979,3053.906,1.168
28.384,29.068,27.247,15.3,2.848,2929.281,2648.953,0.944
28.77,30.277,23.5,17.453,2.729,3157.043,2875.124,1.041
29.555,29.443,25.033,15.969,2.674,2972.963,2687.803,0.969
28.852,29.328,25.476,16.344,2.779,3012.477,2730.219,1
29.39,29.139,23.09,18.381,2.879,3142.198,2857.721,0.965
30.405,28.906,22.233,18.456,3.102,3145.243,2856.573,0.996
30.954,27.519,23.962,17.564,2.586,2996.178,2705.242,1.013
29.89,29.531,21.989,18.591,2.679,3190.124,2903.583,1.021
30.613,27.852,22.233,19.302,2.73,3159.596,2870.067,1.027
30.717,28.432,21.741,19.11,2.681,3180.437,2890.482,1.044
29.641,28.325,22.715,19.319,2.935,3207.226,2921.71,1.023
29.545,28.706,22.181,19.569,2.906,3265.314,2980.197,1.083
29.821,29.177,21.248,19.755,2.986,3310.337,3024.081,1.071
29.765,29.565,18.78,21.89,2.707,3521.086,3235.06,1.177
30.094,29.669,17.634,22.604,3.009,3605.786,3318.403,1.198
29.016,29.803,18.653,22.528,3.071,3606.364,3323.427,1.218
29.646,29.635,18.079,22.64,2.921,3607.582,3322.046,1.204
30.074,29.475,18.278,22.174,2.931,3539.64,3252.339,1.169
30.016,29.177,18.658,22.148,3.12,3544.336,3257.272,1.135
29.881,29.949,18.115,22.054,2.199,3581.841,3295.335,1.155
29.494,30.138,18.137,22.231,3.06,3603.12,3318.213,1.161
29.423,29.511,19.35,21.715,2.973,3519.876,3235.259,1.149
29.799,30.007,17.745,22.45,3.1,3611.41,3325.242,1.178
31.75,28.972,18.552,20.725,2.578,3334.228,3040.006,1.099
30.79,28.822,20.539,19.849,2.927,3283.3,2993.043,1.031
30.665,28.865,20.521,19.949,2.814,3296.221,3006.478,1.038
29.854,29.773,20.713,19.66,2.5,3326.712,3040.318,1.096
31.183,29.363,18.427,21.027,2.676,3431.187,3139.306,1.115
30.146,29.516,19.54,20.798,2.156,3326.627,3039.027,1.146
29.257,28.039,22.261,20.443,2.774,3310.863,3026.933,1.093
30.894,29.758,17.346,22.002,2.814,3521.454,3230.766,1.124
30.389,29.565,19.285,20.761,2.757,3398.57,3109.967,1.122
30.447,29.891,16.783,22.879,2.912,3619.829,3330.986,1.146
30.964,29.755,16.397,22.884,2.645,3616.272,3325.296,1.147
30.384,29.322,18.909,21.385,2.189,3352.409,3063.827,1.183
29.626,29.682,17.934,22.758,2.956,3577.209,3291.754,1.165
30.455,29.279,18.884,21.381,1.837,3312.778,3023.902,1.219
30.901,29.399,18.321,21.38,1.817,3327.276,3036.561,1.234
29.436,29.807,17.925,22.832,2.898,3599.17,3314.503,1.188
29.868,30.17,18.975,20.987,2.959,3489.673,3203.22,1.116
29.921,29.307,18.924,21.848,2.813,3492.06,3205.391,1.157
29.975,29.753,19.023,21.248,2.992,3479.651,3192.756,1.146
29.809,30.053,17.473,22.666,2.921,3621.357,3335.15,1.179
31.67,27.806,21.751,18.773,2.451,3125.855,2831.964,1.023
29.983,30,16.761,23.256,2.948,3666.312,3379.386,1.174
29.983,30,16.761,23.256,2.948,3666.312,3379.386,1.174
30.201,29.691,17.864,22.244,1.897,3430.158,3142.332,1.204
30.898,28.794,18.153,22.155,1.989,3373.151,3082.446,1.167
30.56,29.725,17.101,22.614,3.021,3613.651,3324.345,1.184
29.937,29.947,17.202,22.914,2.985,3638.483,3351.745,1.156
29.868,29.934,16.879,23.318,2.925,3679.827,3393.374,1.177
29.181,29.543,19.023,22.253,3.097,3557.373,3273.756,1.146
29.922,29.89,16.986,23.201,2.966,3663.665,3376.988,1.166
29.783,29.863,16.6,23.754,2.747,3704.723,3418.621,1.188
29.69,30.175,17.196,22.939,2.943,3661.057,3375.34,1.165
30.959,29.417,16.694,22.931,2.895,3618.51,3327.556,1.158
29.502,29.785,18.405,22.307,2.931,3593.057,3308.116,1.164
30.242,30.195,16.928,22.635,2.967,3618.05,3330.056,1.165
30.616,29.618,16.765,23.001,2.936,3615.308,3325.768,1.166
30.845,29.685,16.521,22.949,2.89,3610.731,3320.248,1.155
30.107,29.999,16.597,23.298,2.945,3659.885,3372.448,1.18
30.81,29.23,17.175,22.785,2.755,3576.281,3285.941,1.158
29.486,30.666,16.979,22.869,3.028,3667.787,3382.911,1.186
29.177,30.479,17.61,22.733,3.045,3644.123,3360.522,1.175
28.78,30.302,17.604,23.315,3.058,3674.424,3392.465,1.193
29.157,30.599,17.399,22.846,3,3663.076,3379.559,1.182
29.01,29.921,19.557,21.512,3.152,3515.943,3233.034,1.139
29.763,30.381,16.712,23.143,2.741,3646.089,3360.069,1.328
29.918,30.423,16.46,23.199,2.933,3692.362,3405.706,1.316
29.172,30.351,16.968,23.508,2.803,3699.698,3416.118,1.321
30.517,29.696,16.769,23.018,2.712,3471.782,3182.652,1.393
28.863,29.93,18.576,22.631,2.834,3590.109,3307.807,1.313
31.567,29.439,16.802,22.191,1.761,3394.294,3100.827,1.288
30.421,30.054,16.171,23.355,1.802,3524.787,3236.052,1.358
31.617,29.644,16.533,22.206,1.748,3431.676,3138.005,1.292
32.222,29.219,16.355,22.205,1.677,3397.267,3101.099,1.3
30.346,29.721,16.821,23.112,1.677,3482.716,3194.291,1.318
30.874,29.792,16.903,22.43,1.67,3449.374,3158.769,1.308
29.855,30.092,17.874,22.179,1.758,3436.856,3150.457,1.302
30.114,30.114,17.521,22.25,1.826,3450.89,3163.422,1.309
30.66,29.619,16.991,22.729,1.786,3450.702,3160.98,1.301
29.579,27.558,25.951,16.911,2.535,2949.89,2664.629,0.994
30.89,28.977,19.69,20.443,1.995,3265.631,2974.96,1.15
29.811,28.651,21.963,19.575,2.704,3250.719,2964.502,1.081
32.365,28.286,20.621,18.728,2.222,3113.866,2817.106,1.071
31.43,29.201,16.597,22.771,1.992,3441.491,3148.59,1.202
31.708,28.189,17.273,22.83,1.877,3398.851,3104.802,1.251
32.153,28.248,17.32,22.278,1.867,3346.666,3050.78,1.223
31.336,28.801,16.031,23.832,1.849,3501.573,3209.063,1.255
31.212,30.048,17.244,21.496,1.991,3436.454,3144.454,1.237
32.066,28.531,15.835,23.568,1.964,3473.463,3177.939,1.249
31.605,28.664,16.496,23.234,2.007,3449.851,3156.228,1.226
30.975,29.455,16.873,22.698,1.889,3466.592,3175.57,1.254
31.529,27.246,24.966,16.259,2.862,2863.807,2570.5,0.959
28.05,28.88,24.746,18.324,2.382,3147.505,2868.558,1.08
29.89,28.665,22.762,18.684,2.358,3080.419,2793.878,1.048
31.965,29.032,18.329,20.673,2.215,3235.199,2940.09,1.087
31.789,29.047,18.148,21.016,2.231,3275.211,2980.828,1.096
30.549,29.162,19.537,20.752,1.946,3277.361,2988.099,1.084
32.808,29.516,16.497,21.179,2.209,3325.206,3026.617,1.124
30.328,29.166,19.411,21.096,1.892,3292.456,3004.104,1.148
30.034,29.247,19.479,21.239,1.876,3317.128,3029.989,1.14
30.347,29.121,20.803,19.728,1.862,3212.174,2923.743,1.099
27.662,27.714,28.314,16.311,2.61,2871.742,2594.398,0.878
30.222,29.489,17.788,22.502,2.315,3495.334,3207.423,1.099
29.11,27.982,24.377,18.531,2.365,3071.183,2787.86,0.901
28.398,28.266,24.453,18.883,2.489,3175.454,2895.069,0.916
31.174,28.634,18.325,21.866,2.135,3376.822,3084.979,1.191
30.709,28.914,17.739,22.639,2.191,3456.823,3166.901,1.244
30.726,28.989,18.213,22.072,2.218,3422.535,3132.539,1.228
30.413,29.017,18.416,22.155,2.214,3420.339,3131.639,1.213
30.875,28.085,21.076,19.965,2.101,3211.684,2921.077,1.119
31.959,29.058,19.475,19.507,2.467,3193.955,2898.871,1.063
33.168,29.073,18.102,19.658,2.244,3176.537,2876.465,1.071
29.255,30.045,22.809,17.891,2.483,3187.139,2903.219,1.057
33.669,29.272,18.072,18.987,2.288,3138.102,2835.962,1.032
33.468,29.204,17.862,19.467,2.306,3180.861,2879.549,1.052
33.786,29.325,18.731,18.158,2.34,3092.858,2790.233,1.015
33.475,29.292,18.348,18.885,2.302,3161.601,2860.26,1.058
33.521,29.754,17.708,19.017,2.238,3188.764,2887.234,1.076
33.507,29.625,17.216,19.651,2.193,3222.793,2921.319,1.1
33.835,29.012,18.119,19.034,2.093,3142.122,2839.297,1.054
32.801,29.152,18.201,19.847,2.255,3211.622,2913.065,1.061
31.884,29.046,19.392,19.677,2.189,3182.763,2887.989,1.074
32.467,28.695,18.201,20.637,2.251,3243.018,2945.839,1.08
33.11,28.431,18.18,20.278,2.224,3200.243,2900.407,1.058
32.78,28.632,18.785,19.803,2.211,3165.722,2867.25,1.051
34.396,28.32,17.971,19.314,2.255,3129.326,2824.184,1.034
32.304,28.409,20.616,18.67,2.227,3066.544,2770.035,1.031
32.64,28.6,19.63,19.13,2.188,3128.279,2830.386,1.057
32.23,28.614,20.155,19.001,2.207,3116.747,2820.546,1.053
34.894,27.974,18.498,18.634,2.369,2990.301,2683.101,0.957
32.429,28.004,20.446,19.122,2.286,3068.45,2771.428,1.036
31.657,28.903,20.722,18.718,2.119,3084.362,2790.527,1.043
31.657,28.903,20.722,18.718,2.119,3084.362,2790.527,1.043
29.535,29.181,20.253,21.031,2.155,3322.511,3037.433,1.155
28.752,28.839,23.891,18.518,2.139,3304.812,3022.966,1.146
31.553,28.487,21.067,18.892,2.374,3055.61,2762.201,1.034
32.216,27.884,20.915,18.984,2.285,3021.275,2725.129,1.044
31.988,28.187,21.512,18.313,2.231,3014.862,2719.658,1.025
31.971,28.1,21.686,18.242,2.271,2980.417,2685.282,1.001
32.209,28.491,21.149,18.15,2.376,3016.948,2720.834,1.008
35.589,27.757,17.279,19.375,2.397,3039.614,2729.546,0.976
35.517,27.819,16.783,19.881,2.336,3088.457,2778.688,0.987
34.744,27.981,17.898,19.377,2.365,3045.227,2738.646,0.965
31.5,29.082,20.998,18.42,2.37,3030.995,2737.808,1.006
33.136,28.886,18.264,19.713,2.372,3136.904,2836.961,0.988
33.034,28.931,18.841,19.194,2.426,3083.267,2783.748,0.979
33.353,28.577,19.931,18.139,2.326,2996.438,2695.6,0.945
29.724,28.95,24.365,16.961,2.802,2946.834,2660.977,0.942
34.592,28.148,17.757,19.503,2.399,3057.976,2752.024,0.95
33.357,29.073,15.589,21.981,2.007,3347.639,3046.787,1.135
35.224,27.467,19.344,17.965,2.457,2902.414,2593.854,0.951
33.209,28.552,18.978,19.262,2.322,3080.843,2780.601,0.983
35.861,28.377,15.159,20.603,1.94,3221.379,2910.187,1.086
32.588,29.314,18.991,19.106,2.264,3123.635,2825.955,1.037
32.189,29.654,15.351,22.806,1.939,3429.503,3133.472,1.198
33.536,29.037,14.975,22.452,1.883,3352.239,3050.645,1.178
33.181,28.878,15.192,22.749,1.885,3335.921,3035.795,1.179
32.949,29.204,15.437,22.41,2.044,3387.712,3088.54,1.186
35.435,28.695,15.55,20.32,1.846,3196.543,2887.112,1.087
33.27,29.234,16.453,21.043,1.988,3286.629,2986.136,1.142
33.244,28.992,15.678,22.086,1.907,3349.972,3049.584,1.162
33.794,28.831,15.893,21.482,1.882,3293.755,2991.097,1.114
34.192,28.59,15.333,21.885,1.853,3309.346,3005.046,1.163
33.327,28.89,16.714,21.069,1.941,3254.327,2953.598,1.15
33.157,29.084,17.075,20.683,1.988,3234.802,2934.774,1.114
31.632,29.134,17.603,21.631,2.077,3315.322,3021.589,1.156
32.166,28.866,17.747,21.221,2.089,3269.715,2973.779,1.131
32.464,28.971,17.507,21.058,2.053,3258.106,2960.938,1.126
29.448,30.348,17.238,22.966,1.944,3537.703,3252.985,1.259
34.634,27.785,16.875,20.706,1.999,3177.372,2871.248,1.107
28.513,29.193,24.073,18.221,3.092,3153.018,2872.159,1.073
29.205,29.118,22.775,18.902,2.167,3147.43,2863.715,1.117
28.66,29.698,22.305,19.336,2.284,3203.604,2922.137,1.133
31.009,28.349,20.259,20.383,2.379,3241.08,2949.919,1.086
30.068,29.405,20.937,19.59,2.503,3229.294,2942.015,1.074
30.057,28.14,23.933,17.87,2.067,2983.353,2696.121,1.009
29.64,28.834,22.046,19.48,2.14,3164.424,2878.913,1.033
31.217,28.109,20.287,20.387,2.421,3199.115,2907.093,1.077
30.67,27.931,23.317,18.081,2.249,2976.922,2687.16,1.029
29.591,28.844,22.271,19.294,2.584,3149.832,2864.522,1.045
28.436,28.247,26.488,16.829,2.257,2908.356,2627.814,1.012
27.965,28.494,25.729,17.813,2.664,3059.062,2780.467,0.995
27.57,27.449,28.315,16.666,2.395,2860.124,2583.156,0.967
27.916,27.337,27.278,17.469,2.341,2935.455,2657.06,0.987
29.195,27.789,25.28,17.736,2.295,2998.873,2715.2,1.004
30.066,28.943,20.913,20.078,2.226,3252.847,2965.576,1.072
30.54,28.691,20.669,20.099,2.386,3240.801,2951.574,1.075
29.114,29.175,22.314,19.397,2.001,3192.319,2908.979,1.125
29.412,29.233,20.872,20.483,2.082,3302.624,3018.056,1.091
29.553,29.221,20.208,21.018,2.098,3353.11,3067.957,1.115
34.878,28.66,15.878,20.584,2.369,3275.794,2968.661,1.024
31.704,28.913,17.549,21.835,2.378,3374.456,3080.425,1.071
35.577,28.254,15.559,20.61,2.429,3247.678,2937.66,0.993
34.785,28.922,16.304,19.99,2.356,3239.8,2933.051,0.995
33.659,28.331,17.345,20.665,2.125,3250.418,2948.317,1.034
34.755,28.698,15.966,20.581,2.367,3263.044,2956.42,0.986
33.691,29.087,16.879,20.343,2.352,3263.919,2961.685,1
35.405,28.875,15.828,19.892,2.302,3223.404,2914.096,0.995
32.882,28.958,17.369,20.791,2.252,3303.431,3004.537,1.025
31.936,29.293,17.789,20.982,2.384,3344.336,3049.346,1.039
32.319,29.92,17.11,20.651,2.341,3331.404,3034.835,1.014
29.742,29.578,19.916,20.764,2.07,3353.894,3067.96,1.083
34.451,29.495,15.695,20.359,2.206,3288.354,2982.984,0.981
32.306,30.287,16.943,20.465,2.083,3328.824,3032.309,1.008
31.941,30.263,17.345,20.452,2.269,3303.58,3008.572,0.99
33.534,29.475,17.111,19.88,2.275,3228.478,2926.891,0.978
33.018,29.698,17.58,19.704,2.307,3234.937,2935.483,0.966
31.848,30.541,16.826,20.785,2.252,3357.122,3062.496,1.02
35.165,28.369,16.359,20.107,2.399,3226.839,2918.521,0.986
29.812,29.053,21.105,20.03,2.15,3243.94,2957.72,1.05
31.574,29.33,17.739,21.357,2.153,3364.576,3071.083,1.064
29.643,29.153,20.987,20.218,2.19,3283.045,2997.524,1.099
29.106,29.582,21.647,19.665,2.19,3271.117,2987.811,1.091
29.949,28.217,22.501,19.333,2.151,3138.127,2851.339,1.042
32.278,30.246,16.363,21.113,2.416,3389.525,3093.124,1.045
32.441,30.081,17.938,19.539,2.381,3267.661,2970.589,1.024
31.443,30.252,17.553,20.752,2.566,3340.505,3047.553,1.061
32.341,29.125,18.009,20.525,2.36,3252.449,2955.79,1.029
34.584,28.643,15.505,21.268,2.31,3334.433,3028.515,1.094
32.596,29.552,17.522,20.33,2.419,3280.477,2982.763,1.06
30.48,31.118,19.967,18.435,2.475,3202.649,2913.67,1.01
31.146,30.78,18.424,19.65,2.536,3298.967,3007.24,1.07
33.344,29.495,15.781,21.38,2.305,3376.266,3075.465,1.071
35.129,29.14,14.429,21.303,2.192,3394.532,3086.365,1.084
34.958,29.902,14.179,20.962,2.341,3424.005,3116.544,1.099
31.892,28.196,20.771,19.141,2.149,3161.208,2866.4,1.054
35.571,28.674,14.751,21.004,2.307,3349.841,3039.846,1.09
32.166,28.985,17.397,21.452,2.275,3399.116,3103.178,1.113
31.254,27.451,24.216,17.079,2.097,2931.452,2639.28,1.008
28.421,29.661,22.568,19.35,2.534,3283.454,3002.974,1.107
29.69,29.238,21.441,19.631,2.493,3291.099,3005.382,1.11
33.171,29.381,16.489,20.959,2.19,3395.939,3095.852,1.12
34.254,28.137,17.291,20.319,2.463,3218.984,2914.427,1.05
33.259,28.752,15.8,22.19,2.258,3448.34,3147.892,1.121
33.752,28.793,15.449,22.006,2.333,3417.439,3114.953,1.126
33.942,28.195,17.355,20.508,2.327,3279.129,2975.858,1.075
31.549,28.826,19.193,20.432,2.315,3270.142,2976.749,1.158
29.083,27.769,24.926,18.222,2.678,3028.277,2745.064,1.06
33.167,29.384,15.142,22.307,2.327,3441.737,3141.666,1.147
30.362,28.936,19.411,21.291,1.897,3336.904,3048.414,1.202
34.344,29.424,14.855,21.377,2.179,3354.552,3049.624,1.102
33.99,29.031,16.507,20.473,2.3,3264.946,2961.48,1.073
33.483,28.843,15.458,22.216,2.204,3365.642,3064.266,1.106
35.673,28.308,14.218,21.801,2.081,3294.125,2983.713,1.092
34.863,28.703,15.519,20.915,2.269,3296.886,2989.817,1.073
34.111,29.09,15.03,21.77,2.329,3419.467,3115.5,1.103
33.614,29.159,15.065,22.162,2.332,3461.497,3159.582,1.129
35.43,28.24,15.1,21.23,2.194,3290.297,2980.887,1.081
35.182,27.993,15.908,20.917,2.22,3229.107,2920.72,1.074
36.112,27.552,15.177,21.159,2.293,3214.564,2902.336,1.049
31.599,29.172,18.932,20.296,2.878,3374.37,3080.772,1.115
29.145,27.202,26.281,17.373,2.964,2951.132,2667.666,1.03
30.692,29.079,18.604,21.626,2.439,3406.904,3117.051,1.207
29.7,28.845,22.394,19.061,2.45,3166.809,2881.05,1.117
29.897,28.238,22.345,19.52,2.534,3197.787,2911.214,1.134
31.675,29.089,17.73,21.505,2.307,3345.555,3051.643,1.094
32.351,28.266,18.088,21.294,2.034,3321.49,3024.787,1.155
32.49,29.104,18.808,19.598,2.467,3195.407,2898.132,1.094
34.852,29.282,16.075,19.791,2.205,3239.734,2932.707,1.07
30.774,28.614,20.046,20.565,1.897,3396.122,3105.93,1.2
33.958,28.24,17.226,20.577,2.111,3122.998,2819.663,1.101
31.121,29.866,18.463,20.551,2.866,3242.696,2951.074,1.15
31.721,29.293,20.076,18.909,2.575,3255.778,2961.678,1.1
31.129,29.051,20.684,19.136,2.524,3159.883,2868.224,1.134
30.451,28.5,21.739,19.31,2.112,3140.666,2851.806,1.156
29.386,29.079,21.419,20.116,2.087,3285.462,3001,1.201
29.693,28.794,21.849,19.664,2.38,3207.322,2921.591,1.156
